,ligandId,name,type,approved,withdrawn,whoEssential,approvalSource,FDA,FDA_year
1229,2559,nicardipine,Synthetic organic,True,False,False,FDA (1988),FDA,1988
1232,2585,nicotine,Synthetic organic,True,False,False,FDA (1984),FDA,1984
1233,2514,nifedipine,Synthetic organic,True,False,True,FDA (1981),FDA,1981
1237,12364,nifurtimox,Synthetic organic,True,False,True,FDA (2020),FDA,2020
1239,5697,nilotinib,Synthetic organic,True,False,True,FDA & EMA (2007),FDA,
1240,2864,nilutamide,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1242,2523,nimodipine,Synthetic organic,True,False,False,FDA (1988),FDA,1988
1244,5936,nintedanib,Synthetic organic,True,False,False,FDA & EMA (2014),FDA,
1245,8275,niraparib,Synthetic organic,True,False,False,EMA & FDA (2017),FDA,2017
1246,11503,nirmatrelvir,Synthetic organic,True,False,False,"UK MHRA (2021), EMA (2022), FDA (2023)",FDA,2023
1247,7746,nirogacestat,Synthetic organic,True,False,False,FDA (2023),FDA,2023
1248,2524,nisoldipine,Synthetic organic,True,False,False,FDA (1995),FDA,1995
1249,6834,nitisinone,Synthetic organic,True,False,False,"FDA (2002), EMA (2005)",FDA,2002
1251,12366,nitrofural,Synthetic organic,True,True,False,FDA (1945),FDA,1945
1252,10917,nitrofurantoin,Synthetic organic,True,False,True,"FDA (1953), UK (2000)",FDA,1953
1253,7053,nitroglycerin,Synthetic organic,True,False,True,FDA (no history prior to 1981),FDA,
1254,7335,nivolumab,Antibody,True,False,True,"FDA (2014), EMA (2015)",FDA,2014
1255,7248,nizatidine,Synthetic organic,True,False,False,FDA (1988),FDA,1988
1256,316,N-methyl scopolamine,Synthetic organic,True,False,False,FDA (1953),FDA,1953
1257,2509,NO,Inorganic,True,False,False,"FDA (1999), EMA (2001)",FDA,1999
1259,4792,nomifensine,Synthetic organic,True,True,False,"FDA (approval date not specified, withdrawn 1992)",FDA,
1260,505,(-)-noradrenaline,Metabolite,True,False,False,FDA (1950),FDA,1950
1261,4265,nordihydroguiaretic acid,Natural product,True,True,False,FDA (1992),FDA,1992
1262,2880,norethisterone,Synthetic organic,True,False,True,FDA (1973),FDA,1973
1263,12408,norfloxacin,Synthetic organic,True,False,False,"FDA (1986), EMA",FDA,1986
1264,7091,norgestimate,Synthetic organic,True,False,False,FDA (1989),FDA,1989
1265,2404,nortriptyline,Synthetic organic,True,False,False,FDA (1964),FDA,1964
1266,12021,novobiocin,Natural product,True,True,False,FDA (1964),FDA,1964
1267,9416,nusinersen,Synthetic organic,True,False,False,"FDA (2016), EMA (2017)",FDA,2016
1268,3435,obeticholic acid,Synthetic organic,True,False,False,EMA & FDA (2016),FDA,2016
1269,13342,obiltoxaximab,Antibody,True,False,False,"FDA (2016), EMA (2020)",FDA,2016
1270,6941,obinutuzumab,Antibody,True,False,False,"FDA (2013), EMA (2014)",FDA,2013
1271,7580,ocrelizumab,Antibody,True,False,False,"FDA (2017), EMA (2018)",FDA,2017
1272,7446,ocriplasmin,Peptide,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
1273,2055,octreotide,Peptide,True,False,False,"FDA (1988), EMA (2022)",FDA,1988
1274,11194,odevixibat,Synthetic organic,True,False,False,EMA & FDA (2021),FDA,2021
1275,6778,ofatumumab,Antibody,True,False,False,"FDA (2009), EMA (2010)",FDA,2009
1276,10918,ofloxacin,Synthetic organic,True,False,True,"FDA (1990), UK (1992)",FDA,1990
1277,47,olanzapine,Synthetic organic,True,False,False,EMA & FDA (1996),FDA,1996
1278,7519,olaparib,Synthetic organic,True,False,False,EMA & FDA (2014),FDA,2014
1279,9172,olaratumab,Antibody,True,False,False,EMA & FDA (2016),FDA,2016
1281,7334,oliceridine,Synthetic organic,True,False,False,FDA (2020),FDA,2020
1282,591,olmesartan,Synthetic organic,True,False,False,FDA (2002),FDA,2002
1284,7543,olodaterol,Synthetic organic,True,False,False,FDA (2014),FDA,2014
1285,7249,olopatadine,Synthetic organic,True,False,False,"FDA (1996), EMA (2002)",FDA,1996
1286,11578,olsalazine,Synthetic organic,True,False,False,"FDA (1997), UK (2014)",FDA,1997
1287,10319,olutasidenib,Synthetic organic,True,False,False,FDA (2022),FDA,2022
1289,7454,omacetaxine mepesuccinate,Natural product,True,False,False,FDA (2012),FDA,2012
1290,10839,omadacycline,Synthetic organic,True,False,False,FDA (2018),FDA,2018
1291,6890,omalizumab,Antibody,True,False,False,"FDA (2003), EMA (2005)",FDA,2003
1292,7573,omaveloxolone,Synthetic organic,True,False,False,FDA (2023),FDA,2023
1293,11272,ombitasvir,Synthetic organic,True,True,True,"FDA (2015), EMA (2020)",FDA,2015
1294,4279,omeprazole,Synthetic organic,True,False,True,FDA (1989),FDA,1989
1295,10315,omidenepag,Synthetic organic,True,False,False,FDA (2022),FDA,2022
1296,2290,ondansetron,Synthetic organic,True,False,True,FDA (1991),FDA,1991
1297,8988,opicapone,Synthetic organic,True,False,False,"EMA  & UK (2016), FDA 2020",FDA,
1299,6971,oprelvekin,Peptide,True,False,False,FDA (1997),FDA,1997
1300,7250,orciprenaline,Synthetic organic,True,False,False,FDA (1973),FDA,1973
1302,10877,oritavancin,Synthetic organic,True,False,False,"FDA (2014), EMA (2015)",FDA,2014
1303,5277,orlistat,Synthetic organic,True,False,False,"FDA (1999), EMA (1998)",FDA,1999
1304,7251,orphenadrine,Synthetic organic,True,False,False,FDA (1957),FDA,1957
1305,11427,oseltamivir,Synthetic organic,True,False,True,"FDA (1999), EMA (2002)",FDA,1999
1306,8310,osilodrostat,Synthetic organic,True,False,False,EMA & FDA (2020),FDA,2020
1307,7719,osimertinib,Synthetic organic,True,False,False,"FDA (2015), EMA (2016)",FDA,2015
1308,7349,ospemifene,Synthetic organic,True,False,False,"FDA (2013), EMA (2015)",FDA,2013
1310,10943,oxacillin,Synthetic organic,True,False,False,FDA (1971),FDA,1971
1311,7433,oxaliplatin,Synthetic organic,True,False,True,FDA (2002),FDA,2002
1312,7092,oxandrolone,Metabolite,True,False,False,FDA (1964),FDA,1964
1314,7252,oxaprozin,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1315,7253,oxazepam,Synthetic organic,True,False,False,FDA (1965),FDA,1965
1316,7254,oxcarbazepine,Synthetic organic,True,False,False,FDA (2000),FDA,2000
1317,6835,oxiglutatione,Synthetic organic,True,False,False,FDA (2008)-see Comment,FDA,2008
1321,359,oxybutynin,Synthetic organic,True,False,False,"FDA (1975), EMA (2004)",FDA,1975
1322,7093,oxycodone,Natural product,True,False,False,FDA (1998),FDA,1998
1323,124,oxymetazoline,Synthetic organic,True,False,False,FDA (1986),FDA,1986
1324,7094,oxymorphone,Synthetic organic,True,False,False,FDA (1959),FDA,1959
1327,10919,oxytetracycline,Synthetic organic,True,True,False,"FDA (1964), UK (2011)",FDA,1964
1328,2174,oxytocin,Peptide,True,False,True,FDA (1980),FDA,1980
1330,8709,ozanimod,Synthetic organic,True,False,False,EMA & FDA (2020),FDA,2020
1331,10841,ozenoxacin,Synthetic organic,True,False,False,FDA (2017),FDA,2017
1333,2770,paclitaxel,Natural product,True,False,True,"FDA (1992), EMA (2008)",FDA,1992
1334,7793,pacritinib,Synthetic organic,True,False,False,FDA (2022),FDA,2022
1335,7380,palbociclib,Synthetic organic,True,False,False,"FDA (2015), EMA (2016)",FDA,2015
1336,6954,palifermin,Peptide,True,False,False,"FDA (2004), EMA (2005)",FDA,2004
1337,7258,paliperidone,Synthetic organic,True,False,True,"FDA (2006), EMA (2007)",FDA,2006
1338,7486,palonosetron,Synthetic organic,True,False,False,"FDA (2003), EMA (2009)",FDA,2003
1339,8276,palovarotene,Synthetic organic,True,False,False,"Canada (2022), FDA (2023)",FDA,2023
1340,7259,pamidronic acid,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1342,4001,pancuronium,Synthetic organic,True,False,False,FDA (1990),FDA,1990
1344,6883,panitumumab,Antibody,True,False,False,"FDA (2006), EMA (2007)",FDA,2006
1345,7489,panobinostat,Synthetic organic,True,False,False,EMA & FDA (2015),FDA,2015
1346,7260,pantoprazole,Synthetic organic,True,False,False,"FDA (2000), EMA (2009)",FDA,2000
1348,5239,paracetamol,Synthetic organic,True,False,True,FDA (1968),FDA,1968
1349,7261,paramethadione,Synthetic organic,True,True,False,FDA (1949),FDA,1949
1352,2791,paricalcitol,Metabolite,True,False,False,FDA (1998),FDA,1998
1353,11273,paritaprevir,Synthetic organic,True,True,True,"FDA (2015), EMA (2020)",FDA,2015
1354,12160,paromomycin,Natural product,True,False,True,FDA (1969),FDA,1969
1355,4790,paroxetine,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1356,2018,pasireotide,Peptide,True,False,False,FDA and EMA (2012),FDA,
1357,5698,pazopanib,Synthetic organic,True,False,False,"FDA (2009), EMA (2010)",FDA,2009
1359,5039,PDGF BB,Peptide,True,False,False,FDA (1997),FDA,1997
1363,6836,pegaptanib,Synthetic organic,True,False,False,"FDA (2004), EMA (2006)",FDA,2004
1364,6969,pegfilgrastim,Peptide,True,False,False,FDA and EMA (2002),FDA,
1365,7447,peginesatide,Peptide,True,False,False,FDA (2012),FDA,2012
1366,7462,peginterferon alfa-2b,Peptide,True,False,True,"EMA (2000), FDA (2001)",FDA,2001
1367,7637,peginterferon beta-1a,Peptide,True,False,False,EMA and FDA (2014),FDA,2014
1368,7463,pegloticase,Peptide,True,False,False,"FDA (2010), EMA (2013)",FDA,2010
1369,7485,pegvisomant,Peptide,True,False,False,"FDA (2003), EMA (2008)",FDA,2003
1370,7499,pembrolizumab,Antibody,True,False,False,"FDA (2014), EMA (2015)",FDA,2014
1371,6837,pemetrexed,Synthetic organic,True,False,False,"FDA (2004), EMA (2009)",FDA,2004
1372,9767,pemigatinib,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1373,7329,pemirolast,Synthetic organic,True,False,False,FDA (1999),FDA,1999
1375,7263,penbutolol,Synthetic organic,True,False,False,FDA (1987),FDA,1987
1376,7264,penicillamine,Synthetic organic,True,False,True,FDA (1970),FDA,1970
1377,4796,penicillin G,Synthetic organic,True,False,True,FDA (1947),FDA,1947
1379,870,pentagastrin,Peptide,True,False,False,FDA (1974),FDA,1974
1380,1606,(-)-pentazocine,Synthetic organic,True,False,False,FDA (1967),FDA,1967
1381,5480,pentobarbitone,Synthetic organic,True,False,False,"FDA (1973, prior history not available)",FDA,1973
1382,4805,pentostatin,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1383,7095,pentoxifylline,Synthetic organic,True,False,False,FDA (1984),FDA,1984
1384,7050,perampanel,Synthetic organic,True,False,False,FDA  and EMA (2012),FDA,
1385,48,pergolide,Synthetic organic,True,True,False,FDA (1988),FDA,1988
1387,6367,perindopril,Synthetic organic,True,False,False,FDA (1993),FDA,1993
1388,6373,perindoprilat,Synthetic organic,True,False,False,FDA (1993),FDA,1993
1390,209,perphenazine,Synthetic organic,True,False,False,FDA (1957),FDA,1957
1391,5046,pertuzumab,Antibody,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
1392,7221,pethidine,Synthetic organic,True,False,False,FDA (1942),FDA,1942
1393,8710,pexidartinib,Synthetic organic,True,False,False,FDA (2019),FDA,2019
1394,1882,PGE<sub>1</sub>,Metabolite,True,False,False,FDA (1981),FDA,1981
1395,1883,PGE<sub>2</sub>,Metabolite,True,False,True,FDA (1977),FDA,1977
1396,1915,PGI<sub>2</sub>,Metabolite,True,False,False,FDA (1995),FDA,1995
1397,7265,phenacemide,Synthetic organic,True,False,False,FDA (1951),FDA,1951
1400,7266,phenelzine,Synthetic organic,True,False,False,FDA (1961),FDA,1961
1402,6838,phenindione,Synthetic organic,True,True,False,FDA (approval date not available),FDA,
1404,2804,phenobarbital,Synthetic organic,True,False,True,FDA (no date available),FDA,
1405,7268,phenoxybenzamine,Synthetic organic,True,False,False,FDA (1953),FDA,1953
1406,10920,phenoxymethylpenicillin,Natural product,True,False,True,"FDA (1958), UK (1998)",FDA,1958
1407,6839,phenprocoumon,Synthetic organic,True,True,False,FDA (1957),FDA,1957
1408,7269,phentermine,Synthetic organic,True,False,False,FDA (1959),FDA,1959
1409,502,phentolamine,Synthetic organic,True,False,False,FDA (1952),FDA,1952
1411,8480,phenylbutyrate,Synthetic organic,True,False,False,"FDA (1996), EMA (1999)",FDA,1996
1412,485,phenylephrine,Synthetic organic,True,False,False,FDA (1952),FDA,1952
1413,2624,phenytoin,Synthetic organic,True,False,True,FDA (1953),FDA,1953
1416,11268,pibrentasvir,Synthetic organic,True,False,True,EMA & FDA (2017),FDA,2017
1417,305,pilocarpine,Synthetic organic,True,False,True,FDA (1974),FDA,1974
1418,8423,pimavanserin,Synthetic organic,True,False,False,FDA (2016),FDA,2016
1419,6783,pimecrolimus,Synthetic organic,True,False,False,"FDA (2001), EMA (2006)",FDA,2001
1420,90,pimozide,Synthetic organic,True,False,False,FDA (1984),FDA,1984
1421,2412,pinacidil,Synthetic organic,True,False,False,FDA (1989),FDA,1989
1422,91,pindolol,Synthetic organic,True,False,False,FDA (1982),FDA,1982
1423,2694,pioglitazone,Synthetic organic,True,False,False,"FDA (1999), EMA (2000)",FDA,1999
1425,10921,piperacillin,Synthetic organic,True,False,True,"FDA (1981), UK (2011)",FDA,1981
1430,7272,pirbuterol,Synthetic organic,True,False,False,FDA (1986),FDA,1986
1432,7532,pirfenidone,Synthetic organic,True,False,False,"EMA (2011), FDA (2014)",FDA,2014
1435,7273,piroxicam,Synthetic organic,True,False,False,FDA (1982),FDA,1982
1436,11628,pirtobrutinib,Synthetic organic,True,False,False,FDA & EMA (2023),FDA,
1437,3035,pitavastatin,Synthetic organic,True,False,False,FDA (2009),FDA,2009
1438,8924,pitolisant,Synthetic organic,True,False,False,"EMA (2016), FDA (2019)",FDA,2019
1439,10922,pivmecillinam,Synthetic organic,True,False,False,"UK (1977), FDA (2024)",FDA,2024
1442,10847,plazomicin,Synthetic organic,True,False,True,FDA (2018),FDA,2018
1443,9069,plecanatide,Peptide,True,False,False,FDA (2017),FDA,2017
1444,844,plerixafor,Synthetic organic,True,False,False,"FDA (2008), EMA (2009)",FDA,2008
1446,8404,polatuzumab vedotin,Antibody,True,False,False,"FDA (2019), EMA (2020)",FDA,2019
1448,10338,polymyxin B,Peptide,True,False,True,"FDA (1964, no prior history available)",FDA,1964
1449,7274,polythiazide,Synthetic organic,True,True,False,FDA (1961),FDA,1961
1450,7348,pomalidomide,Synthetic organic,True,False,False,FDA and EMA (2013),FDA,
1451,5890,ponatinib,Synthetic organic,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
1452,9320,ponesimod,Synthetic organic,True,False,False,EMA & FDA (2021),FDA,2021
1453,11428,posaconazole,Synthetic organic,True,False,False,"EMA (2005), FDA (2006)",FDA,2006
1454,12900,pozelimab,Antibody,True,False,False,FDA (2023),FDA,2023
1456,6840,pralatrexate,Synthetic organic,True,False,False,FDA (2009),FDA,2009
1457,7597,pralidoxime,Synthetic organic,True,False,False,FDA (1964),FDA,1964
1459,10033,pralsetinib,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1460,953,pramipexole,Synthetic organic,True,False,False,FDA and EMA (1997),FDA,
1461,7482,pramlintide,Peptide,True,False,False,FDA (2005),FDA,2005
1463,7562,prasugrel,Synthetic organic,True,False,False,FDA and EMA (2009),FDA,
1464,2953,pravastatin,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1466,503,prazosin,Synthetic organic,True,False,False,FDA (1976),FDA,1976
1467,7605,prednicarbate,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1468,2866,prednisolone,Synthetic organic,True,False,True,FDA (1955),FDA,1955
1469,7096,prednisone,Synthetic organic,True,False,False,FDA (1955),FDA,1955
1470,5484,pregabalin,Synthetic organic,True,False,False,FDA and EMA (2004),FDA,
1472,11172,pretomanid,Synthetic organic,True,False,True,"FDA (2019), EMA (2020)",FDA,2019
1473,7276,prilocaine,Synthetic organic,True,False,False,FDA (1965),FDA,1965
1474,9952,primaquine,Synthetic organic,True,False,True,FDA (1952),FDA,1952
1475,5338,primidone,Synthetic organic,True,False,False,FDA (1954),FDA,1954
1478,4357,probenecid,Synthetic organic,True,False,False,FDA (1951),FDA,1951
1479,7277,probucol,Synthetic organic,True,True,False,FDA (1977),FDA,1977
1480,4811,procainamide,Synthetic organic,True,False,False,FDA (1950),FDA,1950
1481,4291,procaine,Synthetic organic,True,False,False,FDA (1972),FDA,1972
1482,7278,procarbazine,Synthetic organic,True,False,True,FDA (1969),FDA,1969
1484,7279,prochlorperazine,Synthetic organic,True,False,False,FDA (1956),FDA,1956
1485,7280,procyclidine,Synthetic organic,True,False,False,FDA (1955),FDA,1955
1486,2377,progesterone,Metabolite,True,False,False,FDA (1959),FDA,1959
1487,9676,proguanil,Synthetic organic,True,False,True,FDA (2000) in combination with atovaquone,FDA,2000
1488,7281,promazine,Synthetic organic,True,False,False,FDA (1956),FDA,1956
1489,7282,promethazine,Synthetic organic,True,False,False,FDA (1951),FDA,1951
1490,2561,propafenone,Synthetic organic,True,False,False,FDA (1989),FDA,1989
1491,329,propantheline,Synthetic organic,True,False,False,FDA (1953),FDA,1953
1492,7283,proparacaine,Synthetic organic,True,False,False,FDA (1953),FDA,1953
1493,7284,propiomazine,Synthetic organic,True,False,False,FDA (1960),FDA,1960
1494,5464,propofol,Synthetic organic,True,False,True,FDA (1989),FDA,1989
1495,564,propranolol,Synthetic organic,True,False,True,"FDA (1967), EMA (2014)",FDA,1967
1496,6650,propylthiouracil,Synthetic organic,True,False,True,FDA (1947),FDA,1947
1497,7285,protriptyline,Synthetic organic,True,False,False,FDA (1967),FDA,1967
1498,243,prucalopride,Synthetic organic,True,False,False,"EMA (2009), FDA (2018)",FDA,2018
1500,7286,pseudoephedrine,Synthetic organic,True,False,False,FDA (1975),FDA,1975
1501,1785,PTH,Peptide,True,False,False,"FDA (2015), EMA (2017)",FDA,2015
1502,7287,pyrazinamide,Synthetic organic,True,False,True,FDA (no history prior to 1971),FDA,
1503,8994,pyridostigmine,Synthetic organic,True,False,True,FDA (1955),FDA,1955
1504,4800,pyrimethamine,Synthetic organic,True,False,True,FDA (1953),FDA,1953
1506,7288,quazepam,Synthetic organic,True,False,False,FDA (1985),FDA,1985
1507,50,quetiapine,Synthetic organic,True,False,False,FDA (1997),FDA,1997
1508,6350,quinapril,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1509,6352,quinaprilat,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1510,7097,quinestrol,Synthetic organic,True,False,False,FDA (date unknown),FDA,
1512,2342,quinidine,Natural product,True,False,False,FDA (1950),FDA,1950
1513,2510,quinine,Natural product,True,False,True,"FDA (2005, as quinine sulfate, previous history unspecified)",FDA,2005
1514,10798,quinupristin,Synthetic organic,True,False,False,FDA (1999),FDA,1999
1515,5658,quizartinib,Synthetic organic,True,False,False,"Japan (2019), FDA (2023)",FDA,2023
1516,7290,rabeprazole,Synthetic organic,True,False,False,FDA (1999),FDA,1999
1520,2820,raloxifene,Synthetic organic,True,False,False,"FDA (1997), EMA (1998)",FDA,1997
1521,11571,raltegravir,Synthetic organic,True,False,True,EMA & FDA (2007),FDA,2007
1523,1356,ramelteon,Synthetic organic,True,False,False,FDA (2005),FDA,2005
1524,6339,ramipril,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1525,6344,ramiprilat,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1526,7390,ramucirumab,Antibody,True,False,False,FDA & EMA (2014),FDA,
1527,6779,ranibizumab,Antibody,True,False,False,"FDA (2006), EMA (2007)",FDA,2006
1528,1234,ranitidine,Synthetic organic,True,True,True,FDA (1977),FDA,1977
1529,7291,ranolazine,Synthetic organic,True,False,False,"FDA (2006), EMA (2008)",FDA,2006
1530,6641,rasagiline,Synthetic organic,True,False,False,"EMA (2005), FDA (2006)",FDA,2006
1531,7467,rasburicase,Peptide,True,False,False,FDA and EMA (2009),FDA,
1532,10168,ravulizumab,Antibody,True,False,False,"FDA (2018), EMA (2019)",FDA,2018
1533,13344,raxibacumab,Antibody,True,False,False,FDA (2012),FDA,2012
1536,5596,regadenoson,Synthetic organic,True,False,False,"FDA (2008), EMA (2010)",FDA,2008
1538,5891,regorafenib,Synthetic organic,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
1539,9536,relatlimab,Antibody,True,False,False,EMA & FDA (2022),FDA,2022
1540,10852,relebactam,Synthetic organic,True,False,False,"FDA (2019), EMA (2020)",FDA,2019
1541,5586,relugolix,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1542,10715,remdesivir,Synthetic organic,True,False,False,FDA & EMA (2020),FDA,
1543,7292,remifentanil,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1544,8442,remimazolam,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1545,6841,repaglinide,Synthetic organic,True,False,False,"FDA (1997), EMA (1998)",FDA,1997
1546,10316,repotrectinib,Synthetic organic,True,False,False,FDA (2023),FDA,2023
1548,4823,reserpine,Synthetic organic,True,False,False,FDA (1955),FDA,1955
1549,8091,reslizumab,Antibody,True,False,False,EMA & FDA (2016),FDA,2016
1550,12026,resmetirom,Synthetic organic,True,False,False,FDA (2024),FDA,2024
1551,11035,retapamulin,Synthetic organic,True,False,False,FDA (2007),FDA,2007
1552,11583,retifanlimab,Antibody,True,False,False,FDA (2023),FDA,2023
1553,2601,retigabine,Synthetic organic,True,True,False,FDA and EMA (2011),FDA,
1555,10129,revefenacin,Synthetic organic,True,False,False,FDA (2018),FDA,2018
1557,6842,ribavirin,Synthetic organic,True,False,True,"FDA (1985), EMA (1999)",FDA,1985
1558,7383,ribociclib,Synthetic organic,True,False,False,FDA & EMA (2017),FDA,
1559,12015,rifabutin,Synthetic organic,True,False,True,"FDA (1992), UK (2003)",FDA,1992
1560,2765,rifampicin,Natural product,True,False,True,FDA (1971),FDA,1971
1561,4570,rifamycin SV,Natural product,True,False,False,FDA (2018),FDA,2018
1562,12014,rifapentine,Synthetic organic,True,False,True,FDA (1998),FDA,1998
1563,12012,rifaximin,Synthetic organic,True,False,False,FDA (2004),FDA,2004
1565,6790,rilonacept,Peptide,True,False,False,"FDA (2008), EMA (2009)",FDA,2008
1566,11387,rilpivirine,Synthetic organic,True,False,False,EMA & FDA (2011),FDA,2011
1567,2326,riluzole,Synthetic organic,True,False,False,"FDA (1995), EMA (1996)",FDA,1995
1568,10704,rimegepant,Synthetic organic,True,False,False,"FDA (2020), EMA (2022)",FDA,2020
1569,7099,rimexolone,Metabolite,True,False,False,FDA (1994),FDA,1994
1571,5257,riociguat,Synthetic organic,True,False,False,"FDA (2013), EMA (2014)",FDA,2013
1573,9175,ripretinib,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1574,8922,risankizumab,Antibody,True,False,False,"Japan, FDA & EMA (2019)",FDA,
1575,11170,risdiplam,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1576,3176,risedronate,Synthetic organic,True,False,False,FDA (1998),FDA,1998
1577,96,risperidone,Synthetic organic,True,False,True,"FDA (1993), EMA (2022)",FDA,1993
1578,9559,ritlecitinib,Synthetic organic,True,False,False,"FDA, UK & EMA (2023)",FDA,
1579,7294,ritodrine,Synthetic organic,True,True,False,FDA (1987),FDA,1987
1580,8804,ritonavir,Synthetic organic,True,False,True,EMA & FDA (1996),FDA,1996
1581,6780,rituximab,Antibody,True,False,True,"FDA (1997), EMA (1998)",FDA,1997
1582,6388,rivaroxaban,Synthetic organic,True,False,False,"EMA (2008), FDA (2011)",FDA,2011
1583,6602,rivastigmine,Synthetic organic,True,False,False,"FDA (2000), EMA (1998)",FDA,2000
1585,51,rizatriptan,Synthetic organic,True,False,False,FDA (1998),FDA,1998
1586,4003,rocuronium,Synthetic organic,True,False,False,FDA (2008),FDA,2008
1587,2893,rofecoxib,Synthetic organic,True,True,False,FDA (1999),FDA,1999
1588,6962,roflumilast,Synthetic organic,True,False,False,"EMA (2010), FDA (2011)",FDA,2011
1590,5749,rolapitant,Synthetic organic,True,False,False,"FDA (2015), EMA (2017)",FDA,2015
1591,12760,rolitetracycline,Synthetic organic,True,True,False,FDA (1959),FDA,1959
1592,7006,romidepsin,Synthetic organic,True,False,False,FDA (2009),FDA,2009
1593,6974,romiplostim,Peptide,True,False,False,"FDA (2008), EMA (2009)",FDA,2008
1594,8092,romosozumab,Antibody,True,False,False,"Japan, FDA and EMA (2019)",FDA,
1595,7295,ropinirole,Synthetic organic,True,False,False,"FDA (1997), EMA (2006)",FDA,1997
1596,7602,ropivacaine,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1597,1056,rosiglitazone,Synthetic organic,True,True,False,"FDA (1999), EMA (2000)",FDA,1999
1599,2954,rosuvastatin,Synthetic organic,True,False,False,FDA (2003),FDA,2003
1600,941,rotigotine,Synthetic organic,True,False,False,"EMA (2006), FDA (2007)",FDA,2007
1603,9801,rozanolixizumab,Antibody,True,False,False,FDA (2023),FDA,2023
1604,7736,rucaparib,Synthetic organic,True,False,False,"FDA (2016), EMA (2018)",FDA,2016
1605,7470,rufinamide,Synthetic organic,True,False,False,"EMA (2007), FDA (2008)",FDA,2008
1608,5688,ruxolitinib,Synthetic organic,True,False,False,"FDA (2011), EMA (2012)",FDA,2011
1609,8253,sacituzumab govitecan,Antibody,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1610,7857,sacubitril,Synthetic organic,True,False,False,EMA & FDA (2015),FDA,2015
1611,8291,safinamide,Synthetic organic,True,False,False,"EMA (2015), FDA (2017)",FDA,2017
1612,558,salbutamol,Synthetic organic,True,False,True,FDA (1981),FDA,1981
1614,559,salmeterol,Synthetic organic,True,False,False,"FDA (1994), EMA (2016)",FDA,1994
1615,10651,samidorphan,Synthetic organic,True,False,False,FDA (2021),FDA,2021
1616,5276,sapropterin,Metabolite,True,False,False,"FDA (2007), EMA (2008)",FDA,2007
1617,4813,saquinavir,Synthetic organic,True,False,False,"FDA (1995), EMA (1996)",FDA,1995
1619,12921,sarecycline,Synthetic organic,True,False,False,FDA (2018),FDA,2018
1620,7905,sargramostim,Peptide,True,False,False,FDA (1991),FDA,1991
1621,7999,sarilumab,Antibody,True,False,False,EMA & FDA (2017),FDA,2017
1623,9093,satralizumab,Antibody,True,False,False,"Canada, Japan and FDA (2020), EMA (2021)",FDA,2020
1625,6316,saxagliptin,Synthetic organic,True,False,False,EMA & FDA (2009),FDA,2009
1626,330,scopolamine,Natural product,True,False,False,FDA (1953),FDA,1953
1627,12925,secnidazole,Synthetic organic,True,False,False,FDA (2017),FDA,2017
1628,7615,secobarbital,Synthetic organic,True,False,False,FDA (1950),FDA,1950
1629,3643,secretin,Peptide,True,False,False,FDA (2002),FDA,2002
1630,8078,secukinumab,Antibody,True,False,False,"Japan (2014), FDA and EMA (2015)",FDA,
1631,6639,selegiline,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1632,7552,selexipag,Synthetic organic,True,False,False,"FDA (2015), EMA (2016)",FDA,2015
1633,10036,selinexor,Synthetic organic,True,False,False,"FDA (2019), EMA (2021)",FDA,2019
1634,10318,selpercatinib,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
1635,5665,selumetinib,Synthetic organic,True,False,False,FDA (2020),FDA,2020
1636,9724,semaglutide,Peptide,True,False,False,"FDA (2017), EMA (2018)",FDA,2017
1637,6966,seractide acetate,Peptide,True,False,False,FDA (1978),FDA,1978
1638,11450,serdexmethylphenidate,Synthetic organic,True,False,False,FDA (2021),FDA,2021
1639,6998,sermorelin,Peptide,True,True,False,FDA (1990),FDA,1990
1641,4798,sertraline,Synthetic organic,True,False,False,FDA (1991),FDA,1991
