,application_number,sponsor_name,active_ingredient,brand_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code,submission_class_code_description
190639,NDA020702,PFIZER,ATORVASTATIN CALCIUM,LIPITOR,ORIG,1,AP,19961217,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
191021,NDA020760,PFIZER,ALATROFLOXACIN MESYLATE,TROVAN PRESERVATIVE FREE,ORIG,1,AP,19971218,STANDARD,TYPE 1,Type 1 - New Molecular Entity
191224,NDA020779,AGOURON PHARMS,NELFINAVIR MESYLATE,VIRACEPT,ORIG,1,AP,19970314,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
191352,NDA020873,THE MEDICINES CO,BIVALIRUDIN,ANGIOMAX,ORIG,1,AP,20001215,STANDARD,TYPE 1,Type 1 - New Molecular Entity
191423,NDA020920,SCIOS LLC,NESIRITIDE RECOMBINANT,NATRECOR,ORIG,1,AP,20010810,STANDARD,TYPE 1,Type 1 - New Molecular Entity
191443,NDA020984,ORGANON USA INC,RAPACURONIUM BROMIDE,RAPLON,ORIG,1,AP,19990818,STANDARD,TYPE 1,Type 1 - New Molecular Entity
191451,NDA021006,ENDO PHARMS,FROVATRIPTAN SUCCINATE,FROVA,ORIG,1,AP,20011108,STANDARD,TYPE 1,Type 1 - New Molecular Entity
191566,NDA021071,SB PHARMCO,ROSIGLITAZONE MALEATE,AVANDIA,ORIG,1,AP,19990525,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
191690,NDA021073,TAKEDA PHARMS USA,PIOGLITAZONE HYDROCHLORIDE,ACTOS,ORIG,1,AP,19990715,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
191825,NDA021083,PF PRISM CV,SIROLIMUS,RAPAMUNE,ORIG,1,AP,19990915,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
191835,NDA021084,US ARMY,PERFLUOROPOLYMETHYLISOPROPYL ETHER,SKIN EXPOSURE REDUCTION PASTE AGAINST CHEMICAL WARFARE AGENTS,ORIG,1,AP,20000217,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
191837,NDA021084,US ARMY,POLYTETRAFLUOROETHYLENE,SKIN EXPOSURE REDUCTION PASTE AGAINST CHEMICAL WARFARE AGENTS,ORIG,1,AP,20000217,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
191849,NDA021098,BAYER HLTHCARE,DROSPIRENONE,YASMIN,ORIG,1,AP,20010511,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
191965,NDA021169,JANSSEN PHARMS,GALANTAMINE HYDROBROMIDE,RAZADYNE,ORIG,1,AP,20010228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
192393,NDA021227,MERCK,CASPOFUNGIN ACETATE,CANCIDAS,ORIG,1,AP,20010126,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
192543,NDA021257,ALCON PHARMS LTD,TRAVOPROST,TRAVATAN,ORIG,1,AP,20010316,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
192585,NDA021266,PF PRISM CV,VORICONAZOLE,VFEND,ORIG,1,AP,20020524,STANDARD,TYPE 1,Type 1 - New Molecular Entity
193273,NDA021344,ASTRAZENECA,FULVESTRANT,FASLODEX,ORIG,1,AP,20020425,STANDARD,TYPE 1,Type 1 - New Molecular Entity
193284,NDA021348,ACTELION PHARMS LTD,MIGLUSTAT,ZAVESCA,ORIG,1,AP,20030731,STANDARD,TYPE 1,Type 1 - New Molecular Entity
193370,NDA021427,LILLY,DULOXETINE HYDROCHLORIDE,CYMBALTA,ORIG,1,AP,20040803,STANDARD,TYPE 1,Type 1 - New Molecular Entity
193520,NDA021476,SUNOVION PHARMS INC,ESZOPICLONE,LUNESTA,ORIG,1,AP,20041215,STANDARD,TYPE 1,Type 1 - New Molecular Entity
193573,NDA010392,PFIZER,HYDROXYZINE HYDROCHLORIDE,ATARAX,ORIG,1,AP,19560412,STANDARD,TYPE 1,Type 1 - New Molecular Entity
193713,NDA021518,ASTELLAS,SOLIFENACIN SUCCINATE,VESICARE,ORIG,1,AP,20041119,STANDARD,TYPE 1,Type 1 - New Molecular Entity
193823,NDA021602,MILLENNIUM PHARMS,BORTEZOMIB,VELCADE,ORIG,1,AP,20030513,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
193852,NDA021602,MILLENNIUM PHARMS,2-DESMETHYL-3-METHYLVELPATASVIR,Test OB-958,ORIG,1,AP,20030513,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
193881,NDA021602,MILLENNIUM PHARMS,BORTEZOMIB D-MANNITOL,Test OB-958,ORIG,1,AP,20030513,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
194231,NDA021821,PF PRISM CV,TIGECYCLINE,TYGACIL,ORIG,1,AP,20050615,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
194252,NDA021839,IPSEN INC,MECASERMIN RECOMBINANT,INCRELEX,ORIG,1,AP,20050830,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
194265,NDA021859,HALOZYME THERAP,HYALURONIDASE RECOMBINANT HUMAN,HYLENEX RECOMBINANT,ORIG,1,AP,20051202,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
194448,NDA022004,TAKEDA GMBH,CICLESONIDE,OMNARIS,ORIG,1,AP,20061020,STANDARD,TYPE 1,Type 1 - New Molecular Entity
194466,NDA022011,NOVARTIS,TELBIVUDINE,TYZEKA,ORIG,1,AP,20061025,STANDARD,TYPE 1,Type 1 - New Molecular Entity
194506,NDA022065,R-PHARM US LLC,IXABEPILONE,IXEMPRA KIT,ORIG,1,AP,20071016,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
194537,NDA022068,NOVARTIS,NILOTINIB HYDROCHLORIDE MONOHYDRATE,TASIGNA,ORIG,1,AP,20071029,STANDARD,TYPE 1,Type 1 - New Molecular Entity
194563,NDA022068,NOVARTIS,NILOTINIB HYDROCHLORIDE,TASIGNA,ORIG,1,AP,20071029,STANDARD,TYPE 1,Type 1 - New Molecular Entity
194762,NDA022110,THERAVANCE BIOPHARMA,TELAVANCIN HYDROCHLORIDE,VIBATIV,ORIG,1,AP,20090911,STANDARD,TYPE 1,Type 1 - New Molecular Entity
194831,NDA022134,ALLERGAN,ALCAFTADINE,LASTACAFT,ORIG,1,AP,20100728,STANDARD,TYPE 1,Type 1 - New Molecular Entity
194840,NDA022150,SHIRE ORPHAN THERAP,ICATIBANT ACETATE,FIRAZYR,ORIG,1,AP,20110825,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
194854,NDA022212,NOVARTIS,DIFLUPREDNATE,DUREZOL,ORIG,1,AP,20080623,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
195020,NDA022271,TAKEDA PHARMS USA,ALOGLIPTIN BENZOATE,NESINA,ORIG,1,AP,20130125,STANDARD,TYPE 1,Type 1 - New Molecular Entity
195155,NDA022334,NOVARTIS,EVEROLIMUS,AFINITOR,ORIG,1,AP,20090330,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
195274,NDA022345,GLAXOSMITHKLINE,EZOGABINE,POTIGA,ORIG,1,AP,20110610,STANDARD,TYPE 1,Type 1 - New Molecular Entity
195319,NDA022399,ARBOR PHARMS LLC,GABAPENTIN ENACARBIL,HORIZANT,ORIG,1,AP,20110406,STANDARD,TYPE 1,Type 1 - New Molecular Entity
195452,NDA022406,JANSSEN PHARMS,RIVAROXABAN,XARELTO,ORIG,1,AP,20110701,STANDARD,TYPE 1,Type 1 - New Molecular Entity
195723,NDA011287,CONCORDIA PHARMS INC,SODIUM POLYSTYRENE SULFONATE,KAYEXALATE,ORIG,1,AP,19580605,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
195735,NDA005657,BRISTOL MYERS SQUIBB,TUBOCURARINE CHLORIDE,TUBOCURARINE CHLORIDE,ORIG,1,AP,19450220,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
195748,NDA011467,SANOFI AVENTIS US,CHLORMEZANONE,TRANCOPAL,ORIG,1,AP,19600520,STANDARD,TYPE 1,Type 1 - New Molecular Entity
195950,NDA011792,MEDA PHARMS,CARISOPRODOL,SOMA,ORIG,1,AP,19590409,STANDARD,TYPE 1,Type 1 - New Molecular Entity
196487,NDA050521,LILLY,CEFACLOR,CECLOR,ORIG,1,AP,19790404,STANDARD,TYPE 1,Type 1 - New Molecular Entity
196918,NDA050778,PFIZER INC,EPIRUBICIN HYDROCHLORIDE,ELLENCE,ORIG,1,AP,19990915,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
197121,NDA012265,SCHERING,RESERPINE,NAQUIVAL,ORIG,1,AP,19600309,STANDARD,TYPE 1,Type 1 - New Molecular Entity
197122,NDA012265,SCHERING,TRICHLORMETHIAZIDE,NAQUIVAL,ORIG,1,AP,19600309,STANDARD,TYPE 1,Type 1 - New Molecular Entity
197126,NDA012524,ABBVIE,METHYCLOTHIAZIDE,ENDURON,ORIG,1,AP,19601021,STANDARD,TYPE 1,Type 1 - New Molecular Entity
197212,NDA012806,AQUA PHARMS,FLURANDRENOLIDE,CORDRAN,ORIG,1,AP,19651018,STANDARD,TYPE 1,Type 1 - New Molecular Entity
197295,NDA012836,BOEHRINGER INGELHEIM,DIPYRIDAMOLE,PERSANTINE,ORIG,1,AP,19611206,STANDARD,TYPE 1,Type 1 - New Molecular Entity
197389,NDA012967,BRACCO,IPODATE SODIUM,ORAGRAFIN SODIUM,ORIG,1,AP,19620625,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
197398,NDA013025,HOSPIRA,TROMETHAMINE,THAM,ORIG,1,AP,19651216,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
197426,NDA013025,HOSPIRA,POTASSIUM CHLORIDE,THAM-E,ORIG,1,AP,19651216,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
197454,NDA013025,HOSPIRA,SODIUM CHLORIDE,THAM-E,ORIG,1,AP,19651216,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
197526,NDA014103,LILLY,VINCRISTINE SULFATE,ONCOVIN,ORIG,1,AP,19630710,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
197998,NDA016033,GLAXOSMITHKLINE,DIPHENIDOL HYDROCHLORIDE,VONTROL,ORIG,1,AP,19670405,STANDARD,TYPE 1,Type 1 - New Molecular Entity
197999,NDA016245,ABBOTT,PIPOBROMAN,VERCYTE,ORIG,1,AP,19660701,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
198023,NDA016324,SEBELA IRELAND LTD,AZATHIOPRINE,IMURAN,ORIG,1,AP,19680320,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
198070,NDA016584,PFIZER,THIOTHIXENE,NAVANE,ORIG,1,AP,19670724,STANDARD,TYPE 1,Type 1 - New Molecular Entity
198228,NDA016729,MALLINCKRODT,"FERROUS CITRATE, FE-59",FERROUS CITRATE FE 59,ORIG,1,AP,19731217,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
198281,NDA017010,PERRIGO NEW YORK,DESONIDE,DESONIDE,ORIG,1,AP,19720104,STANDARD,TYPE 1,Type 1 - New Molecular Entity
198306,NDA017048,WYETH AYERST,PENTAGASTRIN,PEPTAVLON,ORIG,1,AP,19740726,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
198442,NDA017247,NOVARTIS,MAZINDOL,SANOREX,ORIG,1,AP,19730614,STANDARD,TYPE 1,Type 1 - New Molecular Entity
199035,NDA017443,PAR STERILE PRODUCTS,DANTROLENE SODIUM,DANTRIUM,ORIG,1,AP,19740115,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
199178,NDA017588,CORDEN PHARMA,LOMUSTINE,GLEOSTINE,ORIG,1,AP,19760804,STANDARD,TYPE 1,Type 1 - New Molecular Entity
199468,NDA007110,MERCK,CORTISONE ACETATE,CORTONE,ORIG,1,AP,19500613,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
199485,NDA017657,SANOFI AVENTIS US,LACTULOSE,CEPHULAC,ORIG,1,AP,19760325,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
199701,NDA017851,NOVARTIS,BACLOFEN,LIORESAL,ORIG,1,AP,19771122,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
199861,NDA017862,WEST-WARD PHARMS INT,METOCLOPRAMIDE HYDROCHLORIDE,REGLAN,ORIG,1,AP,19790207,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
199992,NDA017869,NOVARTIS,FLUORESCEIN SODIUM,FUNDUSCEIN-25,ORIG,1,AP,19761110,STANDARD,TYPE 1,Type 1 - New Molecular Entity
200072,NDA017962,US PHARMS HOLDINGS I,BROMOCRIPTINE MESYLATE,PARLODEL,ORIG,1,AP,19780628,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
200173,NDA017989,PHARMACIA AND UPJOHN,CARBOPROST TROMETHAMINE,HEMABATE,ORIG,1,AP,19790109,STANDARD,TYPE 1,Type 1 - New Molecular Entity
201897,NDA018044,VALIDUS PHARMS,CALCITRIOL,ROCALTROL,ORIG,1,AP,19780817,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
201994,NDA018063,US WORLDMEDS LLC,NADOLOL,CORGARD,ORIG,1,AP,19791210,STANDARD,TYPE 1,Type 1 - New Molecular Entity
202230,NDA018069,PFIZER,OXAMNIQUINE,VANSIL,ORIG,1,AP,19800723,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
202306,NDA018123,HIKMA (MAPLE),GONADORELIN HYDROCHLORIDE,FACTREL,ORIG,1,AP,19820930,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
202434,NDA018207,PRAGMA,TRAZODONE HYDROCHLORIDE,DESYREL,ORIG,1,AP,19811224,STANDARD,TYPE 1,Type 1 - New Molecular Entity
202919,NDA008085,DAVA PHARMS INC,METHOTREXATE SODIUM,METHOTREXATE SODIUM,ORIG,1,AP,19531207,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
203149,NDA018587,WYETH AYERST,GUANABENZ ACETATE,WYTENSIN,ORIG,1,AP,19820907,STANDARD,TYPE 1,Type 1 - New Molecular Entity
203425,NDA018702,FOUGERA PHARMS,ALCLOMETASONE DIPROPIONATE,ACLOVATE,ORIG,1,AP,19821214,STANDARD,TYPE 1,Type 1 - New Molecular Entity
203467,NDA018731,BRISTOL MYERS SQUIBB,BUSPIRONE HYDROCHLORIDE,BUSPAR,ORIG,1,AP,19860929,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
203619,NDA018748,MEDIMETRIKS PHARMS,CICLOPIROX,LOPROX,ORIG,1,AP,19821230,STANDARD,TYPE 1,Type 1 - New Molecular Entity
203677,NDA018780,LILLY,INSULIN RECOMBINANT HUMAN,HUMULIN R PEN,ORIG,1,AP,19821028,STANDARD,TYPE 1,Type 1 - New Molecular Entity
203877,NDA018780,LILLY,INSULIN HUMAN,HUMULIN R,ORIG,1,AP,19821028,STANDARD,TYPE 1,Type 1 - New Molecular Entity
204036,NDA008453,SANDOZ,SUCCINYLCHOLINE CHLORIDE,ANECTINE,ORIG,1,AP,19520820,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
204385,BLA103293,CHIRON,ALDESLEUKIN,PROLEUKIN,ORIG,1,AP,19920505,UNKNOWN,TYPE 1,Type 1 - New Molecular Entity
204405,BLA103471,BAYER HEALTHCARE PHARMS,INTERFERON BETA-1B,BETASERON,ORIG,1,AP,19930723,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
204455,BLA103786,EKR THERAP,RETEPLASE,RETAVASE,ORIG,1,AP,19980506,UNKNOWN,TYPE 1,Type 1 - New Molecular Entity
204457,BLA103836,VIDARA THERAPEUTICS RESEARCH LTD,INTERFERON GAMMA-1B,ACTIMMUNE,ORIG,1,AP,19990225,UNKNOWN,TYPE 1,Type 1 - New Molecular Entity
204485,BLA103949,SCHERING,PEGINTERFERON ALFA-2B,PEGINTRON,ORIG,1,AP,20010119,STANDARD,TYPE 1,Type 1 - New Molecular Entity
205089,BLA103976,GENENTECH,OMALIZUMAB,XOLAIR,ORIG,1,AP,20030620,STANDARD,TYPE 1,Type 1 - New Molecular Entity
205096,BLA125031,AMGEN,PEGFILGRASTIM,NEULASTA,ORIG,1,AP,20020131,STANDARD,TYPE 1,Type 1 - New Molecular Entity
206795,NDA202155,BRISTOL MYERS SQUIBB,APIXABAN,ELIQUIS,ORIG,1,AP,20121228,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
208233,NDA019002,JOHNSON AND JOHNSON,BEPRIDIL HYDROCHLORIDE,VASCOR,ORIG,1,AP,19901228,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
208265,NDA019009,VALEANT PHARMS,PIRBUTEROL ACETATE,MAXAIR,ORIG,1,AP,19861230,STANDARD,TYPE 1,Type 1 - New Molecular Entity
208321,NDA202714,ONYX THERAP,CARFILZOMIB,KYPROLIS,ORIG,1,AP,20120720,STANDARD,TYPE 1,Type 1 - New Molecular Entity
208395,NDA019044,GE HEALTHCARE,INDIUM IN-111 OXYQUINOLINE,INDIUM IN 111 OXYQUINOLINE,ORIG,1,AP,19851224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
208474,NDA203202,LUNDBECK NA LTD,DROXIDOPA,NORTHERA,ORIG,1,AP,20140218,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
208554,NDA203469,ARIAD,PONATINIB HYDROCHLORIDE,ICLUSIG,ORIG,1,AP,20121214,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
208677,NDA203567,DOW PHARM,EFINACONAZOLE,JUBLIA,ORIG,1,AP,20140606,STANDARD,TYPE 1,Type 1 - New Molecular Entity
208707,NDA019201,NOVARTIS,DICLOFENAC SODIUM,VOLTAREN,ORIG,1,AP,19880728,STANDARD,TYPE 1,Type 1 - New Molecular Entity
208804,NDA019219,ALLERGAN,LEVOBUNOLOL HYDROCHLORIDE,BETAGAN,ORIG,1,AP,19851219,STANDARD,TYPE 1,Type 1 - New Molecular Entity
208865,NDA204684,KNIGHT THERAPS,MILTEFOSINE,IMPAVIDO,ORIG,1,AP,20140319,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
208886,NDA019385,VALEANT PHARM INTL,PERGOLIDE MESYLATE,PERMAX,ORIG,1,AP,19881230,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
208968,NDA019386,BAXTER HLTHCARE,ESMOLOL HYDROCHLORIDE,BREVIBLOC,ORIG,1,AP,19861231,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
209146,NDA019404,ALLERGAN,FLURBIPROFEN SODIUM,OCUFEN,ORIG,1,AP,19861231,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
209293,NDA019488,CHIESI USA INC,NICARDIPINE HYDROCHLORIDE,CARDENE,ORIG,1,AP,19881221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
209375,NDA206192,GENENTECH INC,COBIMETINIB FUMARATE,COTELLIC,ORIG,1,AP,20151110,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
209379,NDA206333,KYTHERA BIOPHARMS,DEOXYCHOLIC ACID,KYBELLA,ORIG,1,AP,20150429,STANDARD,TYPE 1,Type 1 - New Molecular Entity
209387,NDA206488,SAREPTA THERAPS INC,ETEPLIRSEN,EXONDYS 51,ORIG,1,AP,20160919,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
209417,NDA019583,SMITHKLINE BEECHAM,NABUMETONE,RELAFEN,ORIG,1,AP,19911224,STANDARD,TYPE 1,Type 1 - New Molecular Entity
209449,NDA008922,MEDICIS,EDETATE CALCIUM DISODIUM,CALCIUM DISODIUM VERSENATE,ORIG,1,AP,19530716,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
210748,NDA019735,JANSSEN PHARMS,OFLOXACIN,FLOXIN,ORIG,1,AP,19901228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
210871,NDA208434,HOFFMANN-LA ROCHE,ALECTINIB HYDROCHLORIDE,ALECENSA,ORIG,1,AP,20151211,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
210874,NDA208447,GLAXOSMITHKLINE,NIRAPARIB TOSYLATE,ZEJULA,ORIG,1,AP,20170327,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211111,NDA208627,SIGA TECHNOLOGIES,TECOVIRIMAT,TPOXX,ORIG,1,AP,20180713,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211173,NDA208711,NOVARTIS,TRICLABENDAZOLE,EGATEN,ORIG,1,AP,20190213,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211195,NDA019787,PFIZER,AMLODIPINE BESYLATE,NORVASC,ORIG,1,AP,19920731,STANDARD,TYPE 1,Type 1 - New Molecular Entity
211321,NDA019815,SHIRE LLC,MIDODRINE HYDROCHLORIDE,PROAMATINE,ORIG,1,AP,19960906,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211538,NDA209637,NOVO,SEMAGLUTIDE,OZEMPIC,ORIG,1,AP,20171205,STANDARD,TYPE 1,Type 1 - New Molecular Entity
211575,NDA019886,GD SEARLE LLC,NAFARELIN ACETATE,SYNAREL,ORIG,1,AP,19900213,STANDARD,TYPE 1,Type 1 - New Molecular Entity
211708,NDA019907,BAUSCH AND LOMB,METIPRANOLOL HYDROCHLORIDE,OPTIPRANOLOL,ORIG,1,AP,19891229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
211728,NDA210238,AKARX INC,AVATROMBOPAG MALEATE,DOPTELET,ORIG,1,AP,20180521,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211737,NDA019940,UNIV AZ CANCER CTR,MASOPROCOL,ACTINEX,ORIG,1,AP,19920904,STANDARD,TYPE 1,Type 1 - New Molecular Entity
211740,NDA210557,PALATIN TECHNOLOGIES,BREMELANOTIDE ACETATE,VYLEESI (AUTOINJECTOR),ORIG,1,AP,20190621,STANDARD,TYPE 1,Type 1 - New Molecular Entity
211831,NDA210795,GLAXOSMITHKLINE,TAFENOQUINE SUCCINATE,KRINTAFEL,ORIG,1,AP,20180720,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211845,NDA210923,SHIONOGI INC,LUSUTROMBOPAG,MULPLETA,ORIG,1,AP,20180731,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211847,NDA211230,AXSOME MALTA,SOLRIAMFETOL HYDROCHLORIDE,SUNOSI,ORIG,1,AP,20190320,STANDARD,TYPE 1,Type 1 - New Molecular Entity
211971,NDA009190,GUERBET,ETHIODIZED OIL,LIPIODOL,ORIG,1,AP,19540331,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211980,NDA212154,NIPPON SHINYAKU,VILTOLARSEN,VILTEPSO,ORIG,1,AP,20200812,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
211995,NDA020131,BRACCO,GADOTERIDOL,PROHANCE,ORIG,1,AP,19921116,STANDARD,TYPE 1,Type 1 - New Molecular Entity
212035,NDA213411,SEAGEN,TUCATINIB,TUKYSA,ORIG,1,AP,20200417,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
212175,NDA020214,ORGANON USA INC,ROCURONIUM BROMIDE,ZEMURON,ORIG,1,AP,19940317,STANDARD,TYPE 1,Type 1 - New Molecular Entity
212276,NDA214787,GILEAD SCIENCES INC,REMDESIVIR,VEKLURY,ORIG,1,AP,20201022,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
212329,NDA020261,NOVARTIS,FLUVASTATIN SODIUM,LESCOL,ORIG,1,AP,19931231,STANDARD,TYPE 1,Type 1 - New Molecular Entity
212406,NDA020312,UCB INC,MOEXIPRIL HYDROCHLORIDE,UNIVASC,ORIG,1,AP,19950419,STANDARD,TYPE 1,Type 1 - New Molecular Entity
212461,NDA555555,AAA USA INC,Test Active Ingredient,Test Drug Name,ORIG,1,AP,20180301,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
212462,BLA761029,BIOGEN,DACLIZUMAB,ZINBRYTA,ORIG,1,AP,20160527,STANDARD,TYPE 1,Type 1 - New Molecular Entity
212468,NDA020314,MALLINKRODT NUCLEAR,INDIUM IN-111 PENTETREOTIDE KIT,OCTREOSCAN,ORIG,1,AP,19940602,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
212475,NDA020315,ROXANE,LEVOMETHADYL ACETATE HYDROCHLORIDE,ORLAAM,ORIG,1,AP,19930709,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
212500,NDA020357,BRISTOL MYERS SQUIBB,METFORMIN HYDROCHLORIDE,GLUCOPHAGE,ORIG,1,AP,19950303,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
212886,NDA009386,ASPEN GLOBAL,BUSULFAN,MYLERAN,ORIG,1,AP,19540626,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
212973,NDA020528,ABBVIE,TRANDOLAPRIL,MAVIK,ORIG,1,AP,19960426,STANDARD,TYPE 1,Type 1 - New Molecular Entity
213082,NDA020560,MERCK AND CO INC,ALENDRONATE SODIUM,FOSAMAX,ORIG,1,AP,19950929,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
213320,NDA020587,LYMOL MEDCL,TALC,SCLEROSOL,ORIG,1,AP,19971224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
213344,NDA020597,PHARMACIA AND UPJOHN,LATANOPROST,XALATAN,ORIG,1,AP,19960605,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
213365,NDA020599,COVIS PHARMA SARL,RILUZOLE,RILUTEK,ORIG,1,AP,19951212,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
213475,NDA020630,MYLAN INSTITUTIONAL,REMIFENTANIL HYDROCHLORIDE,ULTIVA,ORIG,1,AP,19960712,STANDARD,TYPE 1,Type 1 - New Molecular Entity
213515,NDA020671,NOVARTIS,TOPOTECAN HYDROCHLORIDE,HYCAMTIN,ORIG,1,AP,19960528,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
213559,NDA020705,VIIV HLTHCARE,DELAVIRDINE MESYLATE,RESCRIPTOR,ORIG,1,AP,19970404,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
213605,NDA009561,GE HEALTHCARE,DIATRIZOATE SODIUM,HYPAQUE SODIUM 20%,ORIG,1,AP,19541126,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
213761,NDA020723,MEDICIS,IMIQUIMOD,ALDARA,ORIG,1,AP,19970227,STANDARD,TYPE 1,Type 1 - New Molecular Entity
213898,NDA020772,QOL MEDCL,SACROSIDASE,SUCRAID,ORIG,11,AP,20101209,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
213921,NDA020785,CELGENE,THALIDOMIDE,THALOMID,ORIG,1,AP,19980716,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
214093,NDA020789,SUNOVION PHARMS INC,ZONISAMIDE,ZONEGRAN,ORIG,1,AP,20000327,STANDARD,TYPE 1,Type 1 - New Molecular Entity
214197,NDA020822,FOREST LABS,CITALOPRAM HYDROBROMIDE,CELEXA,ORIG,1,AP,19980717,STANDARD,TYPE 1,Type 1 - New Molecular Entity
214301,NDA020823,NOVARTIS,RIVASTIGMINE TARTRATE,EXELON,ORIG,1,AP,20000421,STANDARD,TYPE 1,Type 1 - New Molecular Entity
214389,NDA020845,MALLINCKRODT HOSP,NITRIC OXIDE,INOMAX,ORIG,1,AP,19991223,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
214404,NDA020859,PFIZER,ZALEPLON,SONATA,ORIG,1,AP,19990813,STANDARD,TYPE 1,Type 1 - New Molecular Entity
214581,NDA020973,EISAI INC,RABEPRAZOLE SODIUM,ACIPHEX,ORIG,1,AP,19990819,STANDARD,TYPE 1,Type 1 - New Molecular Entity
